,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
4299,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"I don't normally leave a review and headphones I get from here are often cheap and disappointing but this one does the job with no problems, long battery life and sounds just like bulky expensive head phones, I recommend it.","January 31, 2022",United Kingdom 🇬🇧,B09LCVHCVX,1,-0.2206,224,40,2
4300,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Great sound,"May 4, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.6249,11,2,0
4301,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Really easy to connect. Cute little charging case. Comfy to wear and  don’t fall out. Just what I needed :),"April 2, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.8479,107,20,1
4302,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Kamen heute an. Ich muss ehrlich sagen, dass ich mehr als überrascht bin. Für das ""wenige"" Geld sind die absoluter Hammer. Nutze sie als Beispiel für das Fitnessstudio, perfekt geeignet. Halten sogar D&B Musik ohne Probleme aus. Klasse!","March 19, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.636,236,38,32
4303,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"they do not charge, i had them on charge all night long and when i took them off in the morning although not fully charged i expected atleast an hours use… went to the gym and one wouldn’t even connect and the other died within 15 minutes? how long are you expected to charge them for??","October 11, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,-0.5157,286,56,7
4304,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Tutto bene, batteria che regge bene ma dopo neanche un mese la cuffia di dx non funziona più e io ho trattato molto bene l'intero prodotto. Sconsigliatissimo.","September 28, 2022",Italy 🇮🇹,B09LCVHCVX,5,-0.6124,158,27,20
4305,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,I use this product for answering calls and listening to music. They are very loud if u have the volume up full and have no cracking or eco when on a call. Would highly reccomend.,"February 15, 2022",United Kingdom 🇬🇧,B09LCVHCVX,1,-0.296,178,35,1
4306,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",2.0 out of 5 stars,"Me ha gustado primero el sonido q es bueno, y la bateria dura mucho, los estoy utilizando para escuchar musica o radio, mientras trabajo, o estoy haciendo ejercicio o en casa. Ademas son muy comodos","February 15, 2022",Spain 🇪🇸,B09LCVHCVX,2,0.34,198,35,22
4307,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ascoltare la musica con queste cuffie fa venire il mal di testa. Sono ok per chiamate,"April 23, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.296,85,16,11
4308,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Kopfhörer sind wie beschrieben , leicht zu handhaben und funktionieren super. Empfehlenswert","May 25, 2022",Germany,B09LCVHCVX,5,0.5994,92,12,11
4309,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Ich hatte keine großen Erwartungen an diese Kopfhörer. Wollte nur was einfaches fürs Fitnessstudio. War dann aber sehr überrascht wie gut die mit meinem iPhone harmonieren. Die Bedienungsfunktionen sind üppiger als erwartet. Und der Klang - nun ja, der könnte nach meinem Geschmack basslastiger sein, aber das kann man ja auch mit dem Equalizer im Spotify ausgleichen. Ich kann die Dinger weiterempfehlen.","February 4, 2022",Germany,B09LCVHCVX,1,-0.9485,405,62,50
4310,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Buenos auriculares,"May 13, 2022",Spain,B09LCVHCVX,5,0.0,18,2,2
4311,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Gutes Produkt.  Preis - Qualität - Top.  Ich weiß nicht, wie lange es dauern wird, aber im Moment ist alles großartig.","May 6, 2022",Germany,B09LCVHCVX,5,0.2023,118,21,17
4312,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,ich empfinde die Kopfhörer als sehr leise obwohl bis zum Anschlag aufgedreht. auch höre ich meinen Gegenüber eher schlecht. Hintergrundgeräuche eher laut.,"April 13, 2022",Germany,B09LCVHCVX,5,-0.5994,154,22,20
4313,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These are brilliant headphones, very easy to connect and also once you read the guide easy to use and control your music. Excellent value for money. Noise cancellation is very good (I can't hear my wife's horrible music). Definitely a solid buy.","January 27, 2022",United Kingdom,B09LCVHCVX,5,0.96,245,42,0
4314,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,"Ho acquistato queste cuffie tramite consiglio.Devo dire che sono ottime, i suoni sono di qualità, la batteria a un ottima durata e il rapporto qualità prezzo è imbattibile","April 7, 2022",Italy,B09LCVHCVX,3,-0.4588,171,28,22
4315,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Comode, buon suono, molto intuitive.Tutto perfetto per il prezzo pagato.","May 19, 2022",Italy,B09LCVHCVX,5,0.0,72,10,9
4316,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"De los mejores auriculares inalámbricos calidad/precio tanto en sonido(no es el mejor del mundo pero por el precio es muy bueno), como en duración, tanto en la facilidad de emparejarlo con el móvil.Lo recomiendo 100%","February 6, 2022",Spain,B09LCVHCVX,5,0.0,216,35,25
4317,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Bin mit allem zufrieden,"June 9, 2022",Germany,B09LCVHCVX,5,0.0,23,4,3
4318,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Works perfectly with my Samsung products. Sound quality is not perfect but all in all great value for money,"May 13, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.8847,107,19,0
4319,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Comfortable in the ear, good quality and for me a good sound.","May 26, 2022",Germany 🇩🇪,B09LCVHCVX,1,0.8442,61,12,0
4320,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Die Kopfhörer haben einen tollen Klang. Sind von der Größe sehr angenehm im Ohr . Klare Kaufempfehlung.,"May 16, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.5994,103,17,16
4321,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Costano poco, ma valgono anche poco. Materiali plasticaccia, suono nella norma ma non il massimo, in chiamata mi sentono lontano.","April 18, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,129,20,15
4322,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ils tiennent  bien dans l'oreille et pendant des heures , le son est impeccable. Bon produit, ne font pas mal aux oreilles; du coup ma petite nièce les a essayés et hop!!! elle les garde.","February 7, 2022",France 🇫🇷,B09LCVHCVX,5,0.0,187,35,24
4323,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Qualità del suono niente male. I comandi touch funzionano incredibilmente bene. Collegamento bluethooth semplice e intuitivo. Design molto carino. Per la fascia di prezzo sono molto buone.,"April 15, 2022",Italy 🇮🇹,B09LCVHCVX,3,0.0,188,27,18
4324,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"klasse, klang sehr gut.","June 8, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,23,4,3
4325,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Los compre para mí hijo ,tiene un aiphone 11,dice qué van muy bien,sonido y batería y qué con aiphone van perfectos","March 19, 2022",Spain 🇪🇸,B09LCVHCVX,5,0.0,115,21,14
4326,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Qualità del suono perfetta, ascolto la musica per strada e sono isolata dal mondo.Comprate come muletto per AirPods le uso più di loro. Solo la batteria dopo 5 ore è da ricaricare, ma la ricarica è veloce. Per il prezzo che le ho pagate davvero superano ogni aspettativa!","February 17, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,271,48,32
4327,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I was considering getting apple earphones and I am so glad I didn’t because I saved so much money. The quality is really good, sleek design, long battery life and fit really well too - perfect for the gym!","January 29, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.9584,205,39,2
4328,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Suena muy bien, es muy compacto, lo único que de vez en cuando se suele desconectar un auricular.","March 22, 2022",Spain,B09LCVHCVX,5,0.0,97,18,13
4329,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Super Klang, angenehm im Ohr. Einfach zu verbinden. Akku hält sehr lange. Einfach zu empfehlen.","May 19, 2022",Germany,B09LCVHCVX,1,0.5994,95,15,14
4330,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Echt tolle Kopfhörer, verbinden sich schnell über Bluetooth und haben ein super klang","May 23, 2022",Germany,B09LCVHCVX,5,0.5994,85,13,11
4331,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Buon prodotto, qualità prezzo, lo consiglio.","May 30, 2022",Italy,B09LCVHCVX,5,0.0,44,6,5
4332,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Si sente bene e sono anche belle esteticamente.Consigliato,"May 21, 2022",Italy,B09LCVHCVX,5,0.0,58,8,6
4333,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Acheter pour faire de la marche,"April 22, 2022",France,B09LCVHCVX,5,0.0,31,6,3
4334,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"gut, finde ich auch, dass sich die Hörer automatisch ausschalten","May 29, 2022",Germany,B09LCVHCVX,5,-0.5994,64,10,9
4335,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Le regalé estos auriculares a mi marido y está encantado con ellos, los usa para trabajar así escucha música o puede hablar por teléfono sin el miedo que se le caiga, está encantado con este producto.","February 3, 2022",Spain,B09LCVHCVX,5,-0.5574,200,36,26
4336,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Très satisfait de l achat,"April 23, 2022",France,B09LCVHCVX,5,0.0,25,5,3
4337,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Este producto me ha sorprendido bastante por su calidad. Por el precio que tiene no tiene nada que envidiar a los iPhone.Sonido excelente, se ajustan perfectamente y batería de larga duración.Producto 100% recomendable","February 6, 2022",Spain,B09LCVHCVX,5,0.0516,218,33,26
4338,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"El sonido es muy bueno, los uso para hacer ejercicio y se ajustan muy bien, la bateria dura mucho, desde que los tengo los he cargado un par de veces y los uso todos los dias.","February 5, 2022",Spain 🇪🇸,B09LCVHCVX,5,0.0,175,36,27
4339,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Gutes Preis Leistungsverhältnis. Ich bin sehr zufrieden mit den Kopfhörern. Nur die Reichweite ist etwas zu gering. Ansonsten Top.,"May 11, 2022",Germany 🇩🇪,B09LCVHCVX,1,-0.4767,130,19,15
4340,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Bin sehr zufrieden . Gute Qualität,"June 4, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,34,6,5
4341,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Siehe Überschrift.,"June 10, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,18,2,2
4342,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Los auriculares son del tamaño perfecto y la duración de la batería es bastante buena, son muy cómodos de llevar y el sonido es muy bueno también. Volvería a comprarlos sin duda. Además en negro son PRECIOSOS.","February 3, 2022",Spain 🇪🇸,B09LCVHCVX,5,-0.3182,209,37,21
4343,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These earphones are very good quality for the price.,"April 19, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.4927,52,9,0
4344,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ottimo prodotto, ottima qualità/prezzo, per il momento l'acquisto mi ha soddisfatto al 100%","May 11, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.34,91,13,10
4345,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Batterie lunga durata,"June 8, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,21,3,3
4346,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ottimo prodotto di buona qualità ma soprattutto ottimo rapporto qualità prezzo buon audio le ho usate con iPhone XS Max. Le consiglio.,"April 23, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,134,22,14
4347,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I'm really happy with these earbuds. They are very easy to pair with your phone and the sound is great. The battery life is good too. Really pleased with the value for money. I'd definitely buy again and recommend,"February 2, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.975,213,39,0
4348,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"The sound, material, packaging is amazing for its price point.I recommend this product as a cheaper alternative, very happy with my purchase.","March 21, 2022",United Kingdom,B09LCVHCVX,5,0.8832,141,22,1
4349,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Habe diese Bluetooth Kopfhörer jetzt seit 2 Wochen im Täglichen gebraucht und bin begeistert!!Sie sind so leicht das man sie beim tragen kaum merkt, gerade beim Sport finde ich das sehr wichtig!!!Die Reichweite und der Klang sind für diese Preisklasse wirklich top!!!Ich würde sie wieder kaufen und kann sie nur empfehlen… :-)","February 6, 2022",Germany,B09LCVHCVX,1,0.5374,326,52,47
4350,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ich hatte vorher Kopfhörer von yobola, war sehr zufrieden, und habe mich deshalb wieder für diese Entschieden! Und wurde nicht enteucht, im Gegenteil! Der Klang ist sehr gut, der Sitz ist sehr gut, und die Kopplung geht so was von Einfach.Beim ersten Test, etwas über 5 Stunden ist voll ausreichend.Ich jedenfalls bin sehr zufrieden.","February 11, 2022",Germany,B09LCVHCVX,5,-0.855,333,54,46
4351,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Entraga de pedido rápida, fácil de usar y la conexión fue directa, batería de larga duración, sonido buena calidad y al recibir llamadas se escucha y ke escuchan perfectamente, muy contenta de mi pedido. Lo recomiendo!","February 9, 2022",Spain,B09LCVHCVX,5,0.0,218,36,26
4352,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ottimo prodotto qualità prezzo. Sono molto belle da vedere le cuffie sono piccole e appena arrivate ho potuto utilizzarle si sono connesse subito al cellulare. La qualità del suono è ottima e la.batteria dura per parecchi giorni con un uso di 4/5 ore giornaliere,"February 25, 2022",Italy,B09LCVHCVX,5,0.0,262,44,33
4353,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Van geniales.  Pensé que se me iban a mover y caerse estando en el gimnasio, pero para nada. Se quedan fijos y no se mueven. El sonido perfecto y se acoplan perfectamente.","February 14, 2022",Spain,B09LCVHCVX,5,0.0258,171,32,19
4354,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ça fait un moment déjà que je les utilise et honnêtement, ces écouteurs sont les meilleurs écouteurs que j’ai eu. La qualité du son, le prix, la qualité de produit… juste parfait. Au top","February 10, 2022",France,B09LCVHCVX,5,0.2023,186,34,23
4355,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Sie halten, egal was man macht.. Der Sound ist auch ganz gut finde ich. Akku hält sein Versprechen von 4std und ich nutze sie nun schon seid Monaten.. Bisher keine Verluste.. Auch die Box braucht nicht so viel, alle 2 Wochen laden reicht mir.Wenn sie doch mal den Geist aufgeben, hol ich sie mir erneut.","February 6, 2022",Germany,B09LCVHCVX,5,-0.5994,303,55,47
4356,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Good sound, easy to connect and comfortable in the ear","April 15, 2022",United Kingdom,B09LCVHCVX,5,0.8442,54,10,0
4357,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I wish I'd bought these years ago. Lightweight and comfortable, I was actually amazed by the excellent sound quality.A pity that you loose the signal when in ""hot spots"" but .....Superb value for money. Highly recommended!","January 29, 2022",United Kingdom,B09LCVHCVX,5,0.8815,222,36,2
4358,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ottimo il suono,  buona autonomia della batteria e buon rapporto qualità prezzo","May 14, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,79,12,12
4359,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Peccato la batteria dura veramente poco,"May 6, 2022",Italy 🇮🇹,B09LCVHCVX,1,0.0,39,6,5
4360,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,ottimo rapporto qualità prezzo,"June 6, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,30,4,4
4361,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Design molto eleganteL’involucro è opaco non lucido.Il suono è buono considerando il prezzo.,"May 6, 2022",Italy 🇮🇹,B09LCVHCVX,3,0.0,92,13,11
4362,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Der Tragekomfort und die Funktionen, also die Bedienung der Touch-Tasten und deren Funktionen, sind an sich sehr gut. Jedoch ist die Soundqualität sehr schlecht, vor allem auf der höchsten Lautstärke ist das stark merkbar. Die Höhen ""kreischen"" einem förmlich ins Ohr und die Tiefen lassen auch etwas zu wünschen übrig. Auch der Sound im Allgemein hört sich dumpf und nicht so klar an. Akkulaufzeit konnte ich nicht ausgiebig testen, da ich sie direkt wieder zurück schicke.","May 28, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.9661,474,76,64
